nombre;marca;categoria;sap;precio;paginaPdf;todasLasPaginas;notaPrecio
Chocolate Cruz sin azúcar pastillas individuales 200 g;Cruz;Chocolate de mesa;1079429;;243;243;"columna Precio = precio de lista, no PSP; el gramaje aparece escrito como 20c0 GR"
Doria Ancestral Ajonjolí en Grano 250 g;Doria;Granos y semillas;2018931;;197;197;columna VALOR = precio de lista, no PSP
Doria Ancestral Chía en Grano 250 g;Doria;Granos y semillas;2018930;;198;198;columna VALOR = precio de lista, no PSP
Doria Ancestral Linaza Molida 250 g;Doria;Granos y semillas;2018929;;198;198;columna VALOR = precio de lista, no PSP
Doria Ancestral Quinua en Grano 300 g;Doria;Granos y semillas;2010147;;197;197;columna VALOR = precio de lista, no PSP
Doria Ancestral Quinua en Hojuelas 200 g;Doria;Granos y semillas;2010148;;197;197;columna VALOR = precio de lista, no PSP
CMU 10 Spaghetti + 11 Fideos Doria 250 g + 3 gratis;Doria;Pastas;1089232;;50;50;
CMU 12 Spaghetti Doria 1000 g + 1 gratis;Doria;Pastas;1041604;;49;49;
CMU 15 Fideo Doria 250 g + 2 gratis;Doria;Pastas;1079901;;53;53;
CMU 15 Spaghetti Doria 250 g + 2 gratis;Doria;Pastas;1079890;;52;52;
CMU 6 Spaghetti Doria 1000 g (descuento 10%);Doria;Pastas;1081659;;51;51;
CMU Doria 2 Spaghetti + 1 Fideo x 250 g;Doria;Pastas;1090005;;48;48;
Doria Argollitas 250 g;Doria;Pastas;1001447;;193;193;columna VALOR = precio de lista, no PSP
Doria Bucatini 250 g;Doria;Pastas;1001451;;191;191;columna VALOR = precio de lista, no PSP
Doria Cabello de Ángel 250 g;Doria;Pastas;1001440;;190;190;columna VALOR = precio de lista, no PSP
Doria Cabello de Ángel 500 g;Doria;Pastas;1001453;;190;190;columna VALOR = precio de lista, no PSP
Doria Codos 250 g;Doria;Pastas;1001448;;192;192;columna VALOR = precio de lista, no PSP
Doria Conchas 1.000 g;Doria;Pastas;1001467;;190;190;columna VALOR = precio de lista, no PSP
Doria Conchas 200 g;Doria;Pastas;1010275;;190;190;columna VALOR = precio de lista, no PSP
Doria Conchas 250 g;Doria;Pastas;1001442;;190;190;columna VALOR = precio de lista, no PSP
Doria Conchas 500 g;Doria;Pastas;1001455;;190;190;columna VALOR = precio de lista, no PSP
Doria Conchitas 250 g;Doria;Pastas;1001445;;190;190;columna VALOR = precio de lista, no PSP
Doria Corbatines 250 g;Doria;Pastas;1001444;;193;193;columna VALOR = precio de lista, no PSP
Doria Fideos 200 g;Doria;Pastas;1010276;;190;190;columna VALOR = precio de lista, no PSP
Doria Fideos 205 g;Doria;Pastas;1001439;;190;190;columna VALOR = precio de lista, no PSP
Doria Fideos 500 g;Doria;Pastas;1001452;;190;190;columna VALOR = precio de lista, no PSP
Doria Fideos sabor Ranchero 250 g;Doria;Pastas;1015183;;194;194;columna VALOR = precio de lista, no PSP
Doria Lasagna precocida 200 g;Doria;Pastas;1060378;;189;189;columna VALOR sin especificar tipo de precio
Doria Lasagna precocida 400 g;Doria;Pastas;1039990;;189;189;columna VALOR sin especificar tipo de precio
Doria Letras 250 g;Doria;Pastas;1001446;;192;192;columna VALOR = precio de lista, no PSP
Doria Macarrones con Queso 210 g;Doria;Pastas;1015974;;188;188;columna VALOR sin especificar tipo de precio
Doria Macarrón 200 g;Doria;Pastas;1010273;;192;192;columna VALOR = precio de lista, no PSP
Doria Macarrón 250 g;Doria;Pastas;1001441;;192;192;columna VALOR = precio de lista, no PSP
Doria Macarrón 500 g;Doria;Pastas;1001454;;192;192;columna VALOR = precio de lista, no PSP
Doria Macarrón Largo 250 g;Doria;Pastas;1001469;;191;191;columna VALOR = precio de lista, no PSP
Doria Rigatoni 250 g;Doria;Pastas;1001449;;193;193;columna VALOR = precio de lista, no PSP
Doria Spaghetti 200 g;Doria;Pastas;1010274;;191;191;columna VALOR = precio de lista, no PSP
Doria Spaghetti 250 g;Doria;Pastas;1001438;;191;191;columna VALOR = precio de lista, no PSP
Doria Spaghetti 500 g;Doria;Pastas;1001462;;191;191;columna VALOR = precio de lista, no PSP
Doria Spaghetti Integral Multicereal 500 g;Doria;Pastas;1001470;;196;196;columna VALOR = precio de lista, no PSP
Doria Spaghetti sabor Chorizo 250 g;Doria;Pastas;1022145;;195;195;columna VALOR = precio de lista, no PSP
Doria Spaghetti sabor Mantequilla 250 g;Doria;Pastas;1001500;;195;195;columna VALOR = precio de lista, no PSP
Doria Spaghetti sabor Pollo Asado 250 g;Doria;Pastas;1024635;;194;194;columna VALOR = precio de lista, no PSP
Doria Spaghetti sabor Ranchero 250 g;Doria;Pastas;1014738;;194;194;columna VALOR = precio de lista, no PSP
Doria Spaghetti Tamaño Familiar 1.000 g;Doria;Pastas;1001464;;191;191;columna VALOR = precio de lista, no PSP
Doria Tallarín 250 g;Doria;Pastas;1001465;;191;191;columna VALOR = precio de lista, no PSP
Doria Tallarín 500 g;Doria;Pastas;1001463;;191;191;columna VALOR = precio de lista, no PSP
Doria Tornillos 250 g;Doria;Pastas;1001450;;192;192;columna VALOR = precio de lista, no PSP
Doria Tornillos con Verduras 250 g;Doria;Pastas;1001492;;195;195;columna VALOR = precio de lista, no PSP
Doria Tornillos con Verduras 500 g;Doria;Pastas;1001491;;195;195;columna VALOR = precio de lista, no PSP
Doria Ravioli con Carne 250 g;Doria;Pastas rellenas;2014848;10234;186;186 188;PVSP
Doria Ravioli con Pollo 250 g;Doria;Pastas rellenas;2014849;10234;184;184;PVSP
Doria Ravioli con Queso 250 g;Doria;Pastas rellenas;2014851;10234;185;185 188;PVSP
Doria Spaghetti Sin Gluten con Quinoa y Chía 250 g;Doria;Pastas sin gluten;2008860;;196;196;columna VALOR = precio de lista, no PSP
Doria Spaghetti Sin Gluten pasta de arroz 250 g;Doria;Pastas sin gluten;2006350;;196;196;columna VALOR = precio de lista, no PSP
Doria Tallarín Sin Gluten pasta de arroz 400 g;Doria;Pastas sin gluten;2026248;;180;180;"precio sin etiquetar; la página repite el código 2026248 para dos referencias (revisar)"
Doria Tornillos Sin Gluten pasta de arroz 250 g;Doria;Pastas sin gluten;2006351;;196;196;columna VALOR = precio de lista, no PSP
Doria Vermicelli Sin Gluten pasta de arroz 200 g;Doria;Pastas sin gluten;2026249;7500;180;180;"PSP tomado de la pág. 181 (comparativo de precios). La pág. 180 muestra el código 2026248 para el Vermicelli y el mismo 2026248 para el Tallarín; la tabla de la misma página lista el Vermicelli 200 g como 2026249 (revisar)"
Ducales 294 g x 4 unidades;Ducales;Galletas;1064121;;320;320;columna VALOR = precio de lista, no PSP
Ducales 294 g x 9 unidades;Ducales;Galletas;1064111;;320;320;columna VALOR = precio de lista, no PSP
Ducales 9 paquetes 243 g;Ducales;Galletas;1055665;;318;318;columna VALOR = precio de lista, no PSP
Ducales Más Ahorro 3 Tacos 315 g;Ducales;Galletas;1058808;;320;320;columna VALOR = precio de lista, no PSP
Ducales Más Ahorro 4 Tacos 430 g;Ducales;Galletas;1064302;;320;320;columna VALOR = precio de lista, no PSP
Ducales Más Ahorro 5 Tacos 500 g;Ducales;Galletas;1064906;;321;321;columna VALOR = precio de lista, no PSP
Ducales Más Ahorro 6 Tacos 882 g;Ducales;Galletas;1001579;;320;320;columna VALOR = precio de lista, no PSP
Ducales taco 120 g x 8 unidades;Ducales;Galletas;1077345;;320;320;columna VALOR = precio de lista, no PSP
Ducales taco 120 g — oferta Pague 23 Lleve 24;Ducales;Galletas;1077403;3000;319;319;PVP Ducales taco x1 (la página da el total de venta de la oferta P23LL24)
Ducales taco 120 g — paquete x 12 unidades;Ducales;Galletas;1077312;3000;319;319;PVP Ducales taco x1 (la página da el total de venta del paquete de 12)
Ducales taco 120 g — paquete x 14 unidades;Ducales;Galletas;1077399;3000;319;319;PVP Ducales taco x1 (la página da el total de venta del paquete de 14)
Ducales taco 120 g — paquete x 8 unidades;Ducales;Galletas;1077350;3000;319;319;PVP Ducales taco x1 (la página da el total de venta del paquete de 8)
Ducales Taco Día 120 g — CMU 11 tacos + 3 gratis;Ducales;Galletas;1092497;3200;46;46;"PVP Ducales taco x1; la página también da el total de venta del combo"
Ducales Taco Día 120 g — CMU 13 tacos + 1 gratis;Ducales;Galletas;1092496;3200;46;46;PVP Ducales taco x1
Ducales Tentación 156 g;Ducales;Galletas;1005858;;318;318;columna VALOR = precio de lista, no PSP
CMU Dux Caramelo Salado + Dux Integral + Saltín Noel gratis;Dux;Galletas;1090708;;47;47;
CMU Dux Caramelo Salado + Dux Original + Saltín Noel gratis;Dux;Galletas;1090707;;47;47;
Combo Bom-ba-zo Dux 1 Original + 1 Integral + 1 Ducales XL;Dux;Galletas;1092323;;47;47;
Dux Integral 9 paquetes 250 g;Dux;Galletas;1055642;;313;313;columna VALOR = precio de lista, no PSP
Dux Original 9 paquetes 250 g;Dux;Galletas;1055641;;313;313;columna VALOR = precio de lista, no PSP
Dux Rellena Caramelo Salado bolsa 6x4;Dux;Galletas;1084633;9600;101;101 312;"PSP tiendas (la página también muestra PSP cadenas y autoservicios $9.600 y mayoristas $7.500; precio individual x4 galletas $1.600)"
Dux Rellenas sabor Queso Blanco 6 x 4 216 g;Dux;Galletas;1029564;;312;312;columna Precio = precio de lista, no PSP
Dux Rellenas sabor Ranchera Queso Fundido & Chipotle bolsa 6x4;Dux;Galletas;1077768;9950;117;117 312;"VENDE autoservicios y cadenas (mayoristas $7.500; individual x4 galletas $1.700)"
Dux Saladitas 16 galletas redondas 52,8 g;Dux;Galletas;1074890;;311;311;precio sin etiquetar en la página
CMU Festival 3 bolsas 12x4 (vainilla, limón, chocolate) Pague 30 Lleve 36;Festival;Galletas;1053082;;44;44;
Festival Chips 6 paquetes 240 g;Festival;Galletas;1043732;;305;305;columna VALOR = precio de lista, no PSP
Festival Chocolate 12 unidades 403 g;Festival;Galletas;1001574;;301;301;columna VALOR = precio de lista, no PSP
Festival Chocolate 600 g (12 porciones);Festival;Galletas;1001513;;302;302;precio sin etiquetar en la página
Festival Chocolate multiempaque 6x4;Festival;Galletas;1081810;;43;43;
Festival F6 Combo Milagro (limón, chocolate, vainilla, fresa);Festival;Galletas;1079246;;42;42;
Festival Fresa 12 unidades 403 g;Festival;Galletas;1001573;;301;301;columna VALOR = precio de lista, no PSP
Festival Fresa 600 g (12 porciones);Festival;Galletas;1001510;;302;302;precio sin etiquetar en la página
Festival Fresa multiempaque 6x4;Festival;Galletas;1082572;;43;43;
Festival Limón 12 unidades 403 g;Festival;Galletas;1001572;;301;301;columna VALOR = precio de lista, no PSP
Festival Limón 600 g (12 porciones);Festival;Galletas;1001511;;302;302;precio sin etiquetar en la página
Festival Limón 8 galletas 67,2 g;Festival;Galletas;1080730;1500;300;300;PSV
Festival Limón multiempaque 6x4;Festival;Galletas;1082571;;43;43;
Festival Malteada de Mora multiempaque 6x4;Festival;Galletas;1081641;6200;81;43 81;PSP
Festival MiniChips 12 paquetes 420 g;Festival;Galletas;1049449;;305;305;columna VALOR = precio de lista, no PSP
Festival MiniChips tira 12 unidades;Festival;Galletas;1071234;;305;305;columna VALOR = precio de lista, no PSP
Festival Recreo 10 x 4;Festival;Galletas;;;304;304;código SAP recortado en la página (solo se ve ...77758)
Festival Recreo 12 x 6 432 g;Festival;Galletas;1038784;;303;303;columna Precio = precio de lista, no PSP
Festival Recreo 6 galletas;Festival;Galletas;;;304;304;código SAP recortado en la página (solo se ve ...43681)
Festival Surtido (vainilla, fresa, chocolate) 12 x 6 600 g;Festival;Galletas;1011172;;303;303;columna Precio = precio de lista, no PSP
Festival Vainilla 12 unidades 403 g;Festival;Galletas;1001571;;301;301;columna VALOR = precio de lista, no PSP
Festival Vainilla 600 g (12 porciones);Festival;Galletas;1001512;;302;302;precio sin etiquetar en la página
Festival Vainilla 8 galletas 67,2 g;Festival;Galletas;1080729;1500;300;300;PSV
Festival Vainilla multiempaque 6x4;Festival;Galletas;1081811;;43;43;
Festival Recreo Triturada 1.000 g;Festival;Repostería;1050318;;317;317;columna Precio = precio de lista, no PSP
CMU Gol 31 g x 24 unidades P20 LL24;Gol;Chocolates;1089843;36000;31;31;VENDE
CMU Gol plegadiza x 15 un + bandeja Gol Gogos x 3 un;Gol;Chocolates;1092740;28000;32;32;VENDE
Gol 31 g plegadiza x 15 unidades;Gol;Chocolates;1081627;;364;364;columna VALOR = precio de lista, no PSP
Gol 31 g plegadiza x 24 unidades;Gol;Chocolates;1081626;;364;364;columna VALOR = precio de lista, no PSP
Gol Coco 31 g plegadiza x 18 unidades;Gol;Chocolates;1020022;;365;365;columna VALOR = precio de lista, no PSP
Gol Leche Condensada 31 g;Gol;Chocolates;1089767;1600;92;92;PSP por unidad (PSP plegadiza x15 $24.000)
Gol Mega 53 g plegadiza x 8 unidades;Gol;Chocolates;1068277;;365;365;columna VALOR = precio de lista, no PSP
Gol Mini 14 g plegadiza x 24 unidades;Gol;Chocolates;1068250;;364;364;columna VALOR = precio de lista, no PSP
CMU Haka Ritual Descanso (Agua de Linos Lavanda 200 ml + Aceite Esencial Lavanda 10 ml);Haka;Aromaterapia;1077990;69800;74;74;VENDE
Haka Aceite Esencial Eucalipto 10 ml;Haka;Aromaterapia;1065842;;152;152;precio sin etiquetar (verificado que NO es el PSP)
Haka Agua de Linos Aire Puro (eucalipto, menta y lavanda) 200 ml;Haka;Aromaterapia;2020874;;153;153;precio sin etiquetar (verificado que NO es el PSP)
Haka Agua de Linos Descanso (lavanda, limón y bergamota) 200 ml;Haka;Aromaterapia;2020875;;153;153;precio sin etiquetar (verificado que NO es el PSP)
Haka Agua de Linos Felicidad (bergamota, té verde y lavanda) 200 ml;Haka;Aromaterapia;2020873;;153;153;precio sin etiquetar (verificado que NO es el PSP)
Cocoa Melena de León Haka 120 g;Haka;Bienestar;1082933;39990;110;110;PSP
Haka Crema Corporal Almendras y Cacao 400 ml;Haka;Dermocosmética;2025488;;155;155;"precio sin etiquetar; la página muestra un solo código junto a dos productos (crema corporal 400 ml y jabón líquido 250 ml)"
Haka Crema para Piernas centella asiática y castaño de indias 200 ml;Haka;Dermocosmética;2025071;;154;154;precio sin etiquetar (verificado que NO es el PSP)
Haka Esencia Floral Control de Emociones 30 ml;Haka;Esencias florales;2024665;;151;151;precio sin etiquetar (verificado que NO es el PSP)
Haka Esencia Floral Deseo 30 ml;Haka;Esencias florales;2024664;;151;151;precio sin etiquetar (verificado que NO es el PSP)
Haka Esencia Floral Enfoque 30 ml;Haka;Esencias florales;2024663;;151;151;precio sin etiquetar (verificado que NO es el PSP)
CMU Haka Extracto de Passiflora 60 ml P2 LL3;Haka;Fitoterapia;1083246;74700;75;75;VENDE
Haka Cápsulas Castaño de Indias x 60 cápsulas;Haka;Fitoterapia;1089250;;147;147;precio sin etiquetar (verificado que NO es el PSP)
Haka Cápsulas de Arándanos x 60 cápsulas;Haka;Fitoterapia;1064569;;148;148;precio sin etiquetar (verificado que NO es el PSP)
Haka Extracto de Caléndula 60 ml;Haka;Fitoterapia;1065836;;150;150;precio sin etiquetar (verificado que NO es el PSP)
Haka Extracto de Passiflora 60 ml;Haka;Fitoterapia;1065837;;149;149;precio sin etiquetar (verificado que NO es el PSP)
Haka Tabletas de Alcachofa x 60 tabletas;Haka;Fitoterapia;1089228;;146;146;precio sin etiquetar (verificado que NO es el PSP)
Vinagre de Sidra de Manzana Haka con la Madre 500 ml;Haka;Vinagres;2033332;24900;120;120;PSP
Burbu Jet Cookies & Cream plegadiza x 4 unidades;Jet;Chocolates;1042138;;362;362;columna Precio = precio de lista, no PSP
Burbu Jet Cruji Vainilla plegadiza x 6 unidades;Jet;Chocolates;1036847;;362;362;columna Precio = precio de lista, no PSP
CMU 2 Bolsas Jet Burbujas Arequipe;Jet;Chocolates;1093012;24000;29;29;VENDE
CMU Bolsa Jet Burbujas Arequipe (televentas);Jet;Chocolates;1093013;12000;30;30;VENDE
CMU Jet Burbujas Cookies & Cream bolsa + bandeja C&C 11 g;Jet;Chocolates;1089986;22000;28;28;VENDE
Cruji Jet Blanca 24 g;Jet;Chocolates;1092083;3600;89;89;PSP por unidad (PSP plegadiza x18 $64.800)
Cruji Jet Blanca plegadiza x 18 unidades;Jet;Chocolates;1004068;;360;360;columna Precio = precio de lista, no PSP
Jet #1 chocolatina 11 g bandeja x 12 unidades;Jet;Chocolates;1092010;12000;88;88;PSP bandeja x 12
Jet Burbujas 14 g (bolsa x 12 un);Jet;Chocolates;1025339;1000;354;354;Precio Público por unidad
Jet Burbujas bolsa x 12 unidades 168 g;Jet;Chocolates;1079697;;357;357;columna Precio = precio de lista, no PSP
Jet Burbujas Cookies & Cream bolsa x 10 unidades;Jet;Chocolates;1079698;;357;357;columna Precio = precio de lista, no PSP
Jet Burbujas Pistacho Dubai Style plegadiza x 4 unidades;Jet;Chocolates;1089476;8000;106;106;PSP
Jet Caramel bolsa x 18 unidades 180 g;Jet;Chocolates;1078305;400;349;349;PVP por unidad
Jet ChocoVeteada 150 g;Jet;Chocolates;1058579;12000;87;87;PSP por unidad — REVISAR: las cifras de PSP de la plegadiza en esta página son inconsistentes
Jet Cookies & Cream 11 g (bandeja x 12 un);Jet;Chocolates;1024738;1000;354;354;Precio Público por unidad
Jet Cookies & Cream 11 g (plegadiza x 24 un);Jet;Chocolates;1024739;1000;354;354 361;Precio Público por unidad
Jet Cookies & Cream plegadiza x 10 unidades 270 g;Jet;Chocolates;1032475;;361;361;columna Precio = precio de lista, no PSP
Jet Cookies & Cream plegadiza x 6 unidades 300 g;Jet;Chocolates;1021370;;361;361;columna Precio = precio de lista, no PSP
Jet Cruji 11 g (bandeja x 12 un);Jet;Chocolates;1015383;1000;354;354 355;Precio Público por unidad
Jet Cruji 11 g (plegadiza x 24 un);Jet;Chocolates;1013554;1000;354;354 358;Precio Público por unidad
Jet Fresas con Crema 29 g caja x 12 unidades;Jet;Chocolates;1064641;;350;350;columna Precio = precio de lista, no PSP
Jet Gool bolitas de chocolate bolsa x 100 unidades;Jet;Chocolates;1078325;;356;356;columna Precio = precio de lista, no PSP
Jet Gool bolitas de chocolate bolsa x 18 unidades 90 g;Jet;Chocolates;1078324;;356;356;columna Precio = precio de lista, no PSP
Jet Gool bolitas de chocolate bolsa x 48 unidades;Jet;Chocolates;1078326;;356;356;columna Precio = precio de lista, no PSP
Jet Leche 11 g (plegadiza x 24 un, 12 plegadizas);Jet;Chocolates;1066742;1000;354;354 359;Precio Público por unidad
Jet Leche 11 g (plegadiza x 50 un, 30 plegadizas);Jet;Chocolates;1066740;1000;354;354 359;Precio Público por unidad
Jet Leche 11 g exhibidor (bandeja x 12 un);Jet;Chocolates;1065773;1000;354;354 355;Precio Público por unidad
Jet Leche 25 g plegadiza x 16 unidades;Jet;Chocolates;1066729;;360;360;columna Precio = precio de lista, no PSP
Jet Leche bolsa x 24 unidades 144 g;Jet;Chocolates;1004071;;356;356;columna Precio = precio de lista, no PSP
Jet Leche plegadiza x 35 unidades;Jet;Chocolates;1066731;;360;360;columna Precio = precio de lista, no PSP
Jet Leche y Calcio 12 g (bandeja x 12 un);Jet;Chocolates;1015400;1000;354;354 355;Precio Público por unidad
Jet Leche y Calcio 12 g (plegadiza x 24 un);Jet;Chocolates;1003844;1000;354;354 358;Precio Público por unidad
Jet Mini Wafer 6 g bolsa x 20 unidades;Jet;Chocolates;1078040;500;348;348;PSP por unidad (PSP bolsa x20 $10.000)
Jet N.º 3 barra 45 g (plegadiza x 16 unidades);Jet;Chocolates;1075970;5000;359;359;PSP por unidad (PSP plegadiza x16 $80.000)
Jet Postres Pistacho Dubai Style 29 g;Jet;Chocolates;1089477;3500;107;107;PSP por unidad (PSP plegadiza x8 $28.000)
Jet Sabores Surtidos bolsa x 24 unidades 144 g;Jet;Chocolates;1004077;;357;357;columna Precio = precio de lista, no PSP
Jet Sabores Surtidos plegadiza x 35 unidades;Jet;Chocolates;1066730;;360;360;columna Precio = precio de lista, no PSP
Jet Wafer bolsa x 10 unidades 220 g;Jet;Chocolates;1027118;;356;356;columna Precio = precio de lista, no PSP
Jet Wafer Sabores Surtidos plegadiza x 20 unidades;Jet;Chocolates;1027117;;363;363;columna Precio = precio de lista, no PSP
Jet Wafer Vainilla bolsa x 10 unidades;Jet;Chocolates;1003907;;363;363;columna Precio = precio de lista, no PSP
Jet Wafer Vainilla plegadiza x 20 unidades;Jet;Chocolates;1003905;;363;363;columna Precio = precio de lista, no PSP
Jet Crema sticks display x 12 unidades;Jet;Untables;1036562;;351;351;columna Precio = precio de lista, no PSP
Jet Crema untable 140 g;Jet;Untables;1047512;;351;351;columna Precio = precio de lista, no PSP
Jet Crema untable 350 g;Jet;Untables;1029440;;351;351;columna Precio = precio de lista, no PSP
CMU Jumbo Flow Mini Blanca + Leche P15 LL20;Jumbo;Chocolates;1092210;28000;25;25;VENDE
CMU Jumbo Maní Minis bandeja 17 g x 10 un;Jumbo;Chocolates;1093015;15000;27;27;VENDE
CMU Jumbo Maní Minis plegadiza 17 g x 24 un;Jumbo;Chocolates;1093014;36000;26;26;VENDE
Jumbo Bombones 100 g plegadiza x 12 unidades;Jumbo;Chocolates;1020434;;370;370;columna VALOR = precio de lista, no PSP
Jumbo Dots plegadiza x 12 unidades;Jumbo;Chocolates;1023503;;370;370;columna VALOR = precio de lista, no PSP
Jumbo Flow 48 g plegadiza x 12 unidades;Jumbo;Chocolates;1019468;;371;371;columna VALOR = precio de lista, no PSP
Jumbo Flow Blanco 48 g plegadiza x 12 unidades;Jumbo;Chocolates;1019466;;371;371;columna VALOR = precio de lista, no PSP
Jumbo Flow Mini 18 g plegadiza x 10 unidades;Jumbo;Chocolates;1038111;;371;371;columna VALOR = precio de lista, no PSP
Jumbo Flow Mini Blanco 18 g plegadiza x 10 unidades;Jumbo;Chocolates;1038112;;371;371;columna VALOR = precio de lista, no PSP
Jumbo Flow XS Surtido 9 g bolsa x 14 unidades;Jumbo;Chocolates;1071158;500;368;368;PSP por unidad (PSP bolsa x14 $7.000)
Jumbo Maní 35 g bolsa x 6 unidades;Jumbo;Chocolates;1068584;;369;369;columna VALOR = precio de lista, no PSP
Jumbo Maní 35 g plegadiza x 12 unidades;Jumbo;Chocolates;1068583;;369;369;columna VALOR = precio de lista, no PSP
Jumbo Maní 35 g plegadiza x 24 unidades;Jumbo;Chocolates;1068582;;369;369;columna VALOR = precio de lista, no PSP
Jumbo Maní 90 g bolsa x 2 unidades;Jumbo;Chocolates;1068270;;369;369;columna VALOR = precio de lista, no PSP
Jumbo Maní 90 g plegadiza x 12 unidades;Jumbo;Chocolates;1068268;;369;369;columna VALOR = precio de lista, no PSP
Jumbo Maní 90 g plegadiza x 6 unidades;Jumbo;Chocolates;1068269;;369;369;columna VALOR = precio de lista, no PSP
Jumbo Maní Mini 17 g bandeja x 10 unidades;Jumbo;Chocolates;1068578;;369;369;columna VALOR = precio de lista, no PSP
Jumbo Maní Mini 17 g plegadiza x 24 unidades;Jumbo;Chocolates;1068576;;369;369;columna VALOR = precio de lista, no PSP
Jumbo Mix 60 g plegadiza x 12 unidades;Jumbo;Chocolates;1015160;;370;370;columna VALOR = precio de lista, no PSP
Jumbo Pistacho Dubai Style 90 g;Jumbo;Chocolates;1089478;9500;105;105;PSP por unidad (PSP plegadiza x6 $57.000)
Jumbo Ryan Castro 2.0 Blondie 170 g (plegadiza x 3);Jumbo;Chocolates;1092006;14500;86;86;PSP por unidad (PSP plegadiza x3 $43.500)
Jumbo Ryan Castro 2.0 Blondie 170 g (plegadiza x 6);Jumbo;Chocolates;1092005;14500;86;86;PSP por unidad (PSP plegadiza x6 $87.000)
Jumbo Ryan Castro 2.0 Morena 170 g (plegadiza x 3);Jumbo;Chocolates;1079449;14500;85;85;PSP por unidad (PSP plegadiza x3 $43.500)
Jumbo Ryan Castro 2.0 Morena 170 g (plegadiza x 6);Jumbo;Chocolates;1079450;14500;85;85;PSP por unidad (PSP plegadiza x6 $87.000)
Jumbo Ryan Castro 2.0 Surtido 90 g (plegadiza x 6);Jumbo;Chocolates;1092007;8500;84;84;PSP por unidad (PSP plegadiza $51.000)
Café La Bastilla bolsa 10 sobres x 40 g;La Bastilla;Café;1079772;;272;272;columna Precio = precio de lista, no PSP
Café La Bastilla Tostado y Molido 110 g;La Bastilla;Café;1079670;;272;272;columna Precio = precio de lista, no PSP
Café La Bastilla Tostado y Molido 2.500 g;La Bastilla;Café;1029255;;272;272;columna Precio = precio de lista, no PSP
Café La Bastilla Tostado y Molido 200 g;La Bastilla;Café;1079672;;272;272;columna Precio = precio de lista, no PSP
Café La Bastilla Tostado y Molido 390 g;La Bastilla;Café;1069703;;272;272;columna Precio = precio de lista, no PSP
CMU 3 La Bastilla 2500 g;La Bastilla;Café;1083137;;10;10;
Chocolate La Especial Ahorramax Tradicional 200 g (8 pastillas);La Especial;Chocolate de mesa;1076958;4500;244;244;PSP
Chocolate La Especial Ahorramax Tradicional 400 g (16 pastillas);La Especial;Chocolate de mesa;1076959;8500;244;244;PSP
Chocolate La Especial Ahorramax Tradicional pastilla 25 g (plegadiza x 40);La Especial;Chocolate de mesa;1076960;600;244;244;PSP por pastilla (PSP plegadiza x40 $24.000)
Chocolate La Especial Clavos y Canela barra 500 g;La Especial;Chocolate de mesa;1080600;10900;109;109 247;PSP por unidad
Chocolate La Especial Tradicional 500 g;La Especial;Chocolate de mesa;1089481;;247;247;precio sin etiquetar en la página
Chocolate La Especial Tradicional barra 400 g (16 pastillas);La Especial;Chocolate de mesa;1080673;10500;246;246;PSP por unidad (PSP por taza $438)
Chocolate La Especial Tradicional caja 40 pastillas 1.120 g;La Especial;Chocolate de mesa;1080674;;245;245;precio sin etiquetar en la página
Chocolate La Especial Vainilla barra 500 g;La Especial;Chocolate de mesa;1080406;10900;108;108 247;PSP por unidad
CMU 7 La Especial Tradicional 500 g + 8 Ahorramax 400 g + 3 Tradicional 500 g gratis;La Especial;Chocolate de mesa;1092692;173000;11;11;PSP
CMU Chocolate La Especial Clavos y Canela 400 g x 16 P10 LL12;La Especial;Chocolate de mesa;1080299;163200;14;14;PSP
CMU Chocolate La Especial Vainilla 400 g x 16 P10 LL12;La Especial;Chocolate de mesa;1080298;163200;13;13;PSP
CMU La Especial Tradicional 500 g P18 LL20;La Especial;Chocolate de mesa;1092691;210000;12;12;PSP
CMU La Especial Kraks 12 un x 25 g P11 LL12;La Especial;Frutos secos;1058123;;20;20;
CMU La Especial Manicero con Sal 12 un x 21 g P11 LL12;La Especial;Frutos secos;1089880;;21;21;
CMU La Especial Maní con Sal P11 LL12;La Especial;Frutos secos;1093011;;24;24;
CMU La Especial Mezcla Arándanos 12 un x 40 g P11 LL12;La Especial;Frutos secos;1058236;;22;22;
CMU La Especial Mix Pasas P20 LL24;La Especial;Frutos secos;1092693;;23;23;
CMU Maní Águila Arándano P20 LL24;La Especial;Frutos secos;1092877;;19;19;
La Especial Choco Arándanos plegadiza x 9 unidades;La Especial;Frutos secos;1038076;2000;330;330;PSP unidad
La Especial con Tajín doypack 150 g;La Especial;Frutos secos;;;333;333;código SAP recortado en la página (solo se ve ...73433)
La Especial Kraks Limón plegadiza x 12 unidades;La Especial;Frutos secos;1054080;2000;329;329 336;PSP unidad
La Especial Kraks plegadiza x 12 unidades;La Especial;Frutos secos;1042889;1500;329;329 336;PSP unidad
La Especial Kraks plegadiza x 24 unidades;La Especial;Frutos secos;1043432;1500;329;329 336;PSP unidad
La Especial Manicero Arándanos plegadiza x 9 unidades;La Especial;Frutos secos;1070495;1700;329;329;PSP unidad
La Especial Manicero Limón y Pimienta plegadiza x 9 unidades;La Especial;Frutos secos;1071159;1700;329;329;PSP unidad
La Especial Manicero Maní con Sal plegadiza x 12 unidades;La Especial;Frutos secos;1070489;1200;329;329 335;PSP unidad
